id,text,aspectTerm,from,to,polarity
2406,The 17 in Macbook Pro has been a wonderful addition.,,,,
1021,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,keyboard,50.0,58.0,negative
1021,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,keyboard functions,82.0,100.0,negative
1209,1st time they got it working the next 5 month they had me send it in.,,,,
1701,Comes with iMovie;,iMovie,11.0,17.0,positive
2570,I just love my Mac!,,,,
287,I can not even read what I am writing half of the time.,,,,
681,MACS ARE AMAZING!!!,,,,
866,My hp G60-244dx died after only 16 months.,,,,
1248,They freeze all the time.,,,,
2857,"this one, in my opinion, might be a lemon!",,,,
266,The book is useless.,,,,
811,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,SERVICE FACILITY,21.0,37.0,negative
2693,This laptop is very large and barely fits in any carrying cases.,,,,
504,When I called Sony the Customer Service was Great.,Customer Service,23.0,39.0,positive
1845,even though I had the receipt in front of me proving it still had 2 months left on the warranty.,warranty,89.0,97.0,negative
434,I sent it to them to fix in perfect condition but for what was wrong with it.,,,,
2479,"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",programs,48.0,56.0,neutral
2479,"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",system,30.0,36.0,positive
2479,"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",using the internet,58.0,76.0,neutral
1407,"My computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.",buttons,43.0,50.0,negative
1113,Not even safe mode boots.,safe mode,9.0,18.0,negative
1976,Which was way too much money.,,,,
1643,"To those thinking about switching, do it and do not look back!",,,,
2431,"This is an over-sized, 18-inch laptop.",18-inch,23.0,30.0,negative
905,I had to pay $100 for a universal charger for this cheap $300 laptop.,universal charger,24.0,41.0,negative
2196,The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary.,powerpoint,4.0,14.0,positive
1878,1.You can not change your desktop background (window's 7 starter does NOT support that function).,desktop background,26.0,44.0,negative
1878,1.You can not change your desktop background (window's 7 starter does NOT support that function).,window's 7 starter,46.0,64.0,negative
1878,1.You can not change your desktop background (window's 7 starter does NOT support that function).,function,87.0,95.0,negative
758,"Took me 11 hours, 3 trips to different FedEx offices, and brutal conversations with 14 of the worse IT support technicians in the world.",IT support technicians,100.0,122.0,negative
1131,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,charger,30.0,37.0,negative
1131,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,hardware,92.0,100.0,negative
2052,"One year of trying to fix the computer by myself, with help of friends, and even help from computer experts I have given up on trying to fix it.",,,,
1295,"As usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).",customer service center,12.0,35.0,negative
112,The screen gets smeary and dusty very quickly and it's very noticeable.,screen,4.0,10.0,negative
2123,It all just makes sense.,,,,
190,2) Blue screen first month,,,,
2459,I love it so much.,,,,
1665,"I got it for Christmas, and I was so excited to set it up!",,,,
1101,Strengths:Well-shaped Weaknesses:A bad videocard!,videocard,39.0,48.0,negative
1101,Strengths:Well-shaped Weaknesses:A bad videocard!,shaped,15.0,21.0,positive
1948,You can't even get a satellite card which is why I bought to begin with.,satellite card,21.0,35.0,negative
2340,I use it now more than I even thought I would.,,,,
115,"The battery life, before the battery completely died of course, left much to be desired.",battery life,4.0,16.0,negative
115,"The battery life, before the battery completely died of course, left much to be desired.",battery,29.0,36.0,negative
196,"Do yourself a favor, this is not a fake story trying to hurt alienware...",,,,
2332,"It is a REAL touchpad, not the toy I saw in other brands.",touchpad,13.0,21.0,positive
2687,It has worked fine.,,,,
2633,The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.,,,,
845,"Long story, but after many calls to various  offices, I was told that no one can override the depot and that managers  don't take phone calls or e/mails.",depot,94.0,99.0,neutral
1741,"I can throw anything at it (and I do), Pictures, video editing, schoolwork.",,,,
2914,Price and purpose is awesome!,Price,0.0,5.0,positive
2318,Wonderful zooming.,zooming,10.0,17.0,positive
153,"The screen is huge and coloful, but no LED backlighting.",screen,4.0,10.0,positive
3071,the two of us use it regularly.,,,,
1415,"In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.",sized,111.0,116.0,neutral
2946,Everything about this computer is easy to use.,use,42.0,45.0,positive
1380,"After paying over $1000 for this computer, it was not worth it.",,,,
833,"Worse, for the price I could get a *netbook* that outperforms this machine.",price,17.0,22.0,negative
2285,Very happy with my 7th Toshiba laptop!,,,,
2148,My wife recently purchased an Apple MacBook Pro and our granddaughter fell in love with it and asked for one for her birthday.,,,,
2106,It had most of the features and all of the power that I wanted to replace my desktop machine.,features,19.0,27.0,positive
2106,It had most of the features and all of the power that I wanted to replace my desktop machine.,power,43.0,48.0,positive
2595,Keyboard was also very nice and had a solid feel.,Keyboard,0.0,8.0,positive
584,I will only buy apple laptops from now on.,,,,
2244,I would definitely suggest this laptop!,,,,
1966,It did not have all the features I expected it to have.,features,24.0,32.0,negative
991,Just a bunch of idiots who's English as a 5th language is forced at best.,,,,
617,"No luck, although I waited for hours on the phone-Visited MacHouse, they stated the their call center is down due to too many phonecalls (difficult to believe).",call center,90.0,101.0,negative
2168,There is a backlit keyboard which is perfect for typing in the dark.,backlit keyboard,11.0,27.0,positive
1765,It has a lot of memory and a great battery life.,memory,16.0,22.0,positive
1765,It has a lot of memory and a great battery life.,battery life,35.0,47.0,positive
